true_radius,predicted_radius,radius_error,ruler
[0.855],[0.8464944],[0.00994812],1.5684798e-05
[0.855],[0.8503576],[0.00542974],1.5684798e-05
[0.855],[0.8517848],[0.00376046],1.5684798e-05
[1.443],[1.4206251],[0.0155058],1.5684798e-05
[0.855],[0.844683],[0.0120667],1.5684798e-05
[1.443],[1.4208721],[0.01533463],1.5684798e-05
[1.443],[1.4203019],[0.01572976],1.5684798e-05
[1.443],[1.4225559],[0.01416773],1.5684798e-05
[0.855],[0.8491886],[0.00679695],1.5684798e-05
[0.855],[0.84960204],[0.00631342],1.5684798e-05
[1.443],[1.4199717],[0.0159586],1.5684798e-05
[0.855],[0.85052776],[0.00523071],1.5684798e-05
[1.443],[1.4220221],[0.01453767],1.5684798e-05
[0.855],[0.85113305],[0.00452277],1.5684798e-05
[1.443],[1.4197166],[0.01613539],1.5684798e-05
[1.443],[1.4197501],[0.01611217],1.5684798e-05
[0.855],[0.84652394],[0.00991354],1.5684798e-05
[1.443],[1.4219801],[0.01456675],1.5684798e-05
[0.855],[0.8488724],[0.00716678],1.5684798e-05
[0.855],[0.8452155],[0.01144388],1.5684798e-05
[0.855],[0.8498016],[0.00608002],1.5684798e-05
[0.855],[0.8492644],[0.00670835],1.5684798e-05
[0.855],[0.85192055],[0.00360172],1.5684798e-05
[0.855],[0.84628546],[0.01019246],1.5684798e-05
[1.443],[1.4210222],[0.01523062],1.5684798e-05
[1.443],[1.4216025],[0.01482846],1.5684798e-05
[1.443],[1.4234347],[0.01355871],1.5684798e-05
[0.855],[0.8479231],[0.0082771],1.5684798e-05
[1.443],[1.4210927],[0.01518171],1.5684798e-05
[0.855],[0.846465],[0.00998249],1.5684798e-05
[1.443],[1.42016],[0.01582807],1.5684798e-05
[0.855],[0.8465063],[0.00993418],1.5684798e-05
[0.855],[0.8484277],[0.00768691],1.5684798e-05
[0.855],[0.8466875],[0.00972225],1.5684798e-05
[1.443],[1.420303],[0.01572902],1.5684798e-05
[1.443],[1.4198251],[0.01606021],1.5684798e-05
[0.855],[0.8509632],[0.00472145],1.5684798e-05
[1.443],[1.4188067],[0.01676597],1.5684798e-05
[1.443],[1.4207397],[0.01542641],1.5684798e-05
[1.443],[1.4216566],[0.01479096],1.5684798e-05
[0.855],[0.84747845],[0.00879716],1.5684798e-05
[0.855],[0.84705955],[0.0092871],1.5684798e-05
[1.443],[1.4203396],[0.01570366],1.5684798e-05
[1.443],[1.4215187],[0.01488654],1.5684798e-05
[0.855],[0.8489349],[0.00709372],1.5684798e-05
[0.855],[0.8479617],[0.00823192],1.5684798e-05
[0.855],[0.84378564],[0.01311623],1.5684798e-05
[1.443],[1.418375],[0.0170651],1.5684798e-05
[1.443],[1.4179394],[0.01736697],1.5684798e-05
[1.443],[1.4201748],[0.01581783],1.5684798e-05
[1.443],[1.4231925],[0.01372658],1.5684798e-05
[0.855],[0.8435734],[0.01336448],1.5684798e-05
[0.855],[0.8480275],[0.00815496],1.5684798e-05
[0.855],[0.84284896],[0.01421177],1.5684798e-05
[1.443],[1.4245508],[0.0127853],1.5684798e-05
[1.443],[1.419878],[0.01602353],1.5684798e-05
[1.443],[1.4226221],[0.01412188],1.5684798e-05
[0.855],[0.84768313],[0.00855776],1.5684798e-05
[0.855],[0.8453659],[0.011268],1.5684798e-05
[0.855],[0.84788394],[0.0083229],1.5684798e-05
[0.855],[0.8486213],[0.00746048],1.5684798e-05
[1.443],[1.4217882],[0.01469975],1.5684798e-05
[1.443],[1.4211907],[0.01511381],1.5684798e-05
[1.443],[1.4197376],[0.01612085],1.5684798e-05
[1.443],[1.4228885],[0.01393724],1.5684798e-05
[0.855],[0.84992784],[0.00593237],1.5684798e-05
[0.855],[0.8459409],[0.01059547],1.5684798e-05
[0.855],[0.85133964],[0.00428115],1.5684798e-05
[0.855],[0.8452089],[0.01145162],1.5684798e-05
[1.443],[1.4200363],[0.01591382],1.5684798e-05
[1.443],[1.4211823],[0.01511967],1.5684798e-05
[0.855],[0.84695566],[0.00940861],1.5684798e-05
[1.443],[1.4171551],[0.01791047],1.5684798e-05
[1.443],[1.4222343],[0.01439062],1.5684798e-05
[0.855],[0.8464497],[0.0100004],1.5684798e-05
[0.855],[0.8489627],[0.00706116],1.5684798e-05
[1.443],[1.418766],[0.01679414],1.5684798e-05
[0.855],[0.84821993],[0.00792993],1.5684798e-05
[1.443],[1.4237654],[0.01332955],1.5684798e-05
[0.855],[0.8451897],[0.01147407],1.5684798e-05
[1.443],[1.4181395],[0.01722834],1.5684798e-05
[0.855],[0.84566814],[0.01091448],1.5684798e-05
[0.855],[0.8483282],[0.00780333],1.5684798e-05
[1.443],[1.4201899],[0.01580742],1.5684798e-05
[0.855],[0.8462388],[0.01024705],1.5684798e-05
[1.443],[1.4194543],[0.01631713],1.5684798e-05
[1.443],[1.4213624],[0.01499484],1.5684798e-05
[1.443],[1.4215443],[0.01486878],1.5684798e-05
[0.855],[0.8479694],[0.00822293],1.5684798e-05
[0.855],[0.8497703],[0.00611662],1.5684798e-05
[1.443],[1.4202956],[0.01573414],1.5684798e-05
[0.855],[0.8427725],[0.01430121],1.5684798e-05
[1.443],[1.424366],[0.01291335],1.5684798e-05
[0.855],[0.8424652],[0.01466058],1.5684798e-05
[0.855],[0.8495702],[0.00635065],1.5684798e-05
[1.443],[1.4199615],[0.0159657],1.5684798e-05
[0.855],[0.8439562],[0.01291678],1.5684798e-05
[0.855],[0.84634084],[0.0101277],1.5684798e-05
[1.443],[1.4214491],[0.01493478],1.5684798e-05
[1.443],[1.4193196],[0.01641048],1.5684798e-05
[1.443],[1.4209743],[0.01526383],1.5684798e-05
[0.855],[0.8452924],[0.01135395],1.5684798e-05
[1.443],[1.4199274],[0.01598933],1.5684798e-05
[0.855],[0.84667253],[0.00973975],1.5684798e-05
[0.855],[0.84706134],[0.00928501],1.5684798e-05
[0.855],[0.8445088],[0.0122704],1.5684798e-05
[1.443],[1.4182569],[0.01714697],1.5684798e-05
[0.855],[0.8449991],[0.01169701],1.5684798e-05
[0.855],[0.85093766],[0.00475129],1.5684798e-05
[0.855],[0.8509057],[0.00478866],1.5684798e-05
[0.855],[0.84674174],[0.00965881],1.5684798e-05
[0.855],[0.8474143],[0.00887217],1.5684798e-05
[0.855],[0.8467914],[0.00960074],1.5684798e-05
[0.855],[0.8463154],[0.01015747],1.5684798e-05
[1.443],[1.4205954],[0.01552637],1.5684798e-05
[0.855],[0.8462285],[0.01025911],1.5684798e-05
[1.443],[1.4195703],[0.01623675],1.5684798e-05
[1.443],[1.4224448],[0.01424473],1.5684798e-05
[0.855],[0.84827197],[0.00786907],1.5684798e-05
[1.443],[1.4245031],[0.01281834],1.5684798e-05
[0.855],[0.84530425],[0.01134008],1.5684798e-05
[0.855],[0.850442],[0.00533103],1.5684798e-05
[1.443],[1.4196452],[0.01618487],1.5684798e-05
[0.855],[0.84781337],[0.00840544],1.5684798e-05
[1.443],[1.4196154],[0.01620553],1.5684798e-05
[0.855],[0.8460081],[0.01051684],1.5684798e-05
[0.855],[0.8463629],[0.01010191],1.5684798e-05
[0.855],[0.84748113],[0.00879402],1.5684798e-05
[0.855],[0.8494765],[0.00646024],1.5684798e-05
[0.855],[0.8482332],[0.00791438],1.5684798e-05
[1.443],[1.423888],[0.01324462],1.5684798e-05
[0.855],[0.8476531],[0.0085929],1.5684798e-05
[1.443],[1.4198351],[0.01605327],1.5684798e-05
[1.443],[1.4174275],[0.01772171],1.5684798e-05
[0.855],[0.8507222],[0.0050033],1.5684798e-05
[0.855],[0.84857875],[0.00751025],1.5684798e-05
[0.855],[0.85088],[0.0048187],1.5684798e-05
[0.855],[0.84625],[0.01023394],1.5684798e-05
[1.443],[1.4231131],[0.0137816],1.5684798e-05
[1.443],[1.423505],[0.01351006],1.5684798e-05
[0.855],[0.8420734],[0.01511887],1.5684798e-05
[0.855],[0.84363264],[0.01329518],1.5684798e-05
[1.443],[1.4188209],[0.01675613],1.5684798e-05
[1.443],[1.4175887],[0.01761001],1.5684798e-05
[1.443],[1.419673],[0.01616562],1.5684798e-05
[0.855],[0.84513235],[0.01154113],1.5684798e-05
[0.855],[0.8489473],[0.00707922],1.5684798e-05
[0.855],[0.8464352],[0.01001734],1.5684798e-05
[1.443],[1.4187762],[0.01678711],1.5684798e-05
[1.443],[1.4198979],[0.01600973],1.5684798e-05
[0.855],[0.8483854],[0.0077364],1.5684798e-05
[1.443],[1.4227391],[0.01404076],1.5684798e-05
[0.855],[0.8488211],[0.0072268],1.5684798e-05
[1.443],[1.4182229],[0.01717052],1.5684798e-05
[0.855],[0.8510551],[0.00461396],1.5684798e-05
[1.443],[1.4188591],[0.01672962],1.5684798e-05
[1.443],[1.4216313],[0.01480847],1.5684798e-05
[0.855],[0.8461166],[0.01038996],1.5684798e-05
[1.443],[1.4213331],[0.01501517],1.5684798e-05
[0.855],[0.8504488],[0.00532308],1.5684798e-05
[1.443],[1.4182756],[0.017134],1.5684798e-05
[1.443],[1.4223078],[0.01433965],1.5684798e-05
[1.443],[1.4219282],[0.01460277],1.5684798e-05
[0.855],[0.84839404],[0.0077263],1.5684798e-05
[0.855],[0.84970057],[0.00619819],1.5684798e-05
[1.443],[1.4200377],[0.01591283],1.5684798e-05
[0.855],[0.85044366],[0.00532907],1.5684798e-05
[0.855],[0.85079557],[0.00491749],1.5684798e-05
[1.443],[1.421273],[0.0150568],1.5684798e-05
[1.443],[1.4191993],[0.01649384],1.5684798e-05
[1.443],[1.4198639],[0.01603328],1.5684798e-05
[0.855],[0.8425239],[0.01459198],1.5684798e-05
[0.855],[0.8461238],[0.01038153],1.5684798e-05
[0.855],[0.8442388],[0.0125862],1.5684798e-05
[0.855],[0.8461985],[0.01029417],1.5684798e-05
[1.443],[1.4219962],[0.01455559],1.5684798e-05
[1.443],[1.423521],[0.0134989],1.5684798e-05
[0.855],[0.8454336],[0.0111888],1.5684798e-05
[1.443],[1.4212191],[0.01509414],1.5684798e-05
[0.855],[0.8465733],[0.00985582],1.5684798e-05
[1.443],[1.4239578],[0.01319621],1.5684798e-05
[0.855],[0.84616655],[0.01033154],1.5684798e-05
[1.443],[1.4184245],[0.01703082],1.5684798e-05
[0.855],[0.84654415],[0.00988991],1.5684798e-05
[1.443],[1.4219923],[0.01455832],1.5684798e-05
[1.443],[1.4238329],[0.01328279],1.5684798e-05
[1.443],[1.4227432],[0.01403795],1.5684798e-05
[0.855],[0.8452927],[0.0113536],1.5684798e-05
[0.855],[0.84842306],[0.00769235],1.5684798e-05
[0.855],[0.84498006],[0.01171925],1.5684798e-05
[0.855],[0.8490122],[0.0070033],1.5684798e-05
[1.443],[1.4218888],[0.01463003],1.5684798e-05
[0.855],[0.8489172],[0.00711442],1.5684798e-05
[0.855],[0.84565467],[0.01093024],1.5684798e-05
[0.855],[0.8497799],[0.0061054],1.5684798e-05
[0.855],[0.8521101],[0.00338004],1.5684798e-05
[0.855],[0.84799355],[0.0081947],1.5684798e-05
[0.855],[0.8472628],[0.00904938],1.5684798e-05
[0.855],[0.8497971],[0.00608525],1.5684798e-05
[1.443],[1.4218495],[0.01465729],1.5684798e-05
[0.855],[0.84395814],[0.01291448],1.5684798e-05
[1.443],[1.4229959],[0.01386281],1.5684798e-05
[1.443],[1.4200906],[0.01587623],1.5684798e-05
[1.443],[1.421075],[0.01519402],1.5684798e-05
[0.855],[0.8513029],[0.00432409],1.5684798e-05
[1.443],[1.4192674],[0.01644667],1.5684798e-05
[0.855],[0.8447264],[0.01201595],1.5684798e-05
[1.443],[1.4186038],[0.01690657],1.5684798e-05
[0.855],[0.8501406],[0.00568356],1.5684798e-05
[0.855],[0.8460937],[0.01041673],1.5684798e-05
[1.443],[1.4236319],[0.01342207],1.5684798e-05
[1.443],[1.4211448],[0.01514561],1.5684798e-05
[1.443],[1.419689],[0.01615447],1.5684798e-05
[1.443],[1.4197544],[0.0161092],1.5684798e-05
[0.855],[0.84639937],[0.01005924],1.5684798e-05
[1.443],[1.422492],[0.01421201],1.5684798e-05
[0.855],[0.8483179],[0.00781532],1.5684798e-05
[1.443],[1.4205941],[0.01552728],1.5684798e-05
[0.855],[0.8495115],[0.00641932],1.5684798e-05
[0.855],[0.8476216],[0.00862971],1.5684798e-05
[1.443],[1.4226077],[0.01413188],1.5684798e-05
[0.855],[0.84926],[0.0067135],1.5684798e-05
[1.443],[1.4200202],[0.01592497],1.5684798e-05
[0.855],[0.84434885],[0.01245751],1.5684798e-05
[0.855],[0.8437401],[0.01316949],1.5684798e-05
[0.855],[0.847593],[0.00866317],1.5684798e-05
[1.443],[1.4195068],[0.01628078],1.5684798e-05
[0.855],[0.843347],[0.01362925],1.5684798e-05
[1.443],[1.421998],[0.01455436],1.5684798e-05
[1.443],[1.4228659],[0.01395294],1.5684798e-05
[1.443],[1.4200313],[0.01591729],1.5684798e-05
[1.443],[1.4259028],[0.01184831],1.5684798e-05
[1.443],[1.4227931],[0.01400333],1.5684798e-05
[0.855],[0.8469879],[0.0093709],1.5684798e-05
[0.855],[0.8457243],[0.01084881],1.5684798e-05
[0.855],[0.85307217],[0.0022548],1.5684798e-05
[1.443],[1.4218795],[0.01463647],1.5684798e-05
[1.443],[1.4204836],[0.01560386],1.5684798e-05
[1.443],[1.4188395],[0.01674325],1.5684798e-05
[1.443],[1.4235044],[0.01351047],1.5684798e-05
[0.855],[0.84703696],[0.00931352],1.5684798e-05
[1.443],[1.4189305],[0.01668013],1.5684798e-05
[1.443],[1.4209162],[0.01530406],1.5684798e-05
[0.855],[0.84889406],[0.00714147],1.5684798e-05
[0.855],[0.84375304],[0.01315436],1.5684798e-05
[0.855],[0.8482167],[0.00793369],1.5684798e-05
[1.443],[1.4232185],[0.01370857],1.5684798e-05
[1.443],[1.4239949],[0.01317052],1.5684798e-05
[0.855],[0.8480673],[0.00810846],1.5684798e-05
[0.855],[0.8496748],[0.0062283],1.5684798e-05
[1.443],[1.419151],[0.01652738],1.5684798e-05
[1.443],[1.4192084],[0.01648756],1.5684798e-05
[1.443],[1.4191056],[0.01655877],1.5684798e-05
[0.855],[0.8475633],[0.00869789],1.5684798e-05
[0.855],[0.84510404],[0.01157425],1.5684798e-05
[1.443],[1.4213207],[0.01502376],1.5684798e-05
[0.855],[0.8462082],[0.01028281],1.5684798e-05
[1.443],[1.4208161],[0.01537346],1.5684798e-05
[1.443],[1.4217042],[0.01475799],1.5684798e-05
[0.855],[0.8452542],[0.01139864],1.5684798e-05
[1.443],[1.4196358],[0.0161914],1.5684798e-05
[1.443],[1.4232018],[0.01372014],1.5684798e-05
[0.855],[0.84619564],[0.01029752],1.5684798e-05
[1.443],[1.4217489],[0.01472702],1.5684798e-05
[0.855],[0.8534902],[0.0017659],1.5684798e-05
[1.443],[1.4227417],[0.01403902],1.5684798e-05
[0.855],[0.850659],[0.0050772],1.5684798e-05
[1.443],[1.4180996],[0.01725594],1.5684798e-05
[0.855],[0.84727645],[0.00903341],1.5684798e-05
[1.443],[1.4206995],[0.01545425],1.5684798e-05
[0.855],[0.84754044],[0.00872466],1.5684798e-05
[1.443],[1.421685],[0.0147713],1.5684798e-05
[0.855],[0.84846073],[0.00764829],1.5684798e-05
[1.443],[1.4165697],[0.01831618],1.5684798e-05
[0.855],[0.849848],[0.00602579],1.5684798e-05
[1.443],[1.4199142],[0.01599842],1.5684798e-05
[1.443],[1.4205265],[0.01557412],1.5684798e-05
[1.443],[1.4192986],[0.01642502],1.5684798e-05
[1.443],[1.4241414],[0.01306899],1.5684798e-05
[0.855],[0.84753805],[0.00872744],1.5684798e-05
[1.443],[1.4210228],[0.01523021],1.5684798e-05
[1.443],[1.4194133],[0.01634555],1.5684798e-05
[0.855],[0.847802],[0.00841875],1.5684798e-05
[0.855],[0.8496134],[0.00630011],1.5684798e-05
[1.443],[1.4192649],[0.0164484],1.5684798e-05
[1.443],[1.4217086],[0.01475494],1.5684798e-05
[1.443],[1.4209931],[0.01525078],1.5684798e-05
[1.443],[1.4228239],[0.01398202],1.5684798e-05
[1.443],[1.4194567],[0.01631548],1.5684798e-05
[0.855],[0.84790546],[0.00829773],1.5684798e-05
[1.443],[1.421649],[0.01479624],1.5684798e-05
[1.443],[1.4215412],[0.01487093],1.5684798e-05
[1.443],[1.4236548],[0.01340621],1.5684798e-05
[0.855],[0.8471077],[0.00923077],1.5684798e-05
[1.443],[1.4201783],[0.01581543],1.5684798e-05
[1.443],[1.4178421],[0.01743438],1.5684798e-05
[1.443],[1.4212362],[0.01508233],1.5684798e-05
[0.855],[0.8447361],[0.01200458],1.5684798e-05
[0.855],[0.8493468],[0.00661193],1.5684798e-05
[1.443],[1.4227653],[0.01402266],1.5684798e-05
[1.443],[1.4194057],[0.01635084],1.5684798e-05
[0.855],[0.8493912],[0.00656],1.5684798e-05
[0.855],[0.84759396],[0.00866205],1.5684798e-05
[1.443],[1.424038],[0.01314062],1.5684798e-05
[0.855],[0.84790045],[0.00830359],1.5684798e-05
[0.855],[0.8516834],[0.00387911],1.5684798e-05
[1.443],[1.4226012],[0.01413634],1.5684798e-05
[0.855],[0.847356],[0.00894035],1.5684798e-05
[0.855],[0.8480603],[0.00811662],1.5684798e-05
[1.443],[1.4227011],[0.01406711],1.5684798e-05
[1.443],[1.4218736],[0.0146406],1.5684798e-05
[1.443],[1.4218969],[0.01462441],1.5684798e-05
[0.855],[0.85031813],[0.00547589],1.5684798e-05
[1.443],[1.4196609],[0.01617397],1.5684798e-05
[1.443],[1.420559],[0.01555157],1.5684798e-05
[1.443],[1.4199761],[0.01595554],1.5684798e-05
[1.443],[1.4227221],[0.01405257],1.5684798e-05
[0.855],[0.85034364],[0.00544605],1.5684798e-05
[1.443],[1.4224558],[0.01423713],1.5684798e-05
[0.855],[0.84752864],[0.00873846],1.5684798e-05
[1.443],[1.4196482],[0.01618281],1.5684798e-05
[0.855],[0.84825367],[0.00789047],1.5684798e-05
[0.855],[0.8471593],[0.0091704],1.5684798e-05
[1.443],[1.4223573],[0.01430536],1.5684798e-05
[0.855],[0.8486318],[0.00744821],1.5684798e-05
[1.443],[1.4227011],[0.01406711],1.5684798e-05
[1.443],[1.4218675],[0.01464482],1.5684798e-05
[1.443],[1.4230363],[0.0138348],1.5684798e-05
[1.443],[1.4210068],[0.01524128],1.5684798e-05
[0.855],[0.84549636],[0.01111539],1.5684798e-05
[1.443],[1.4227805],[0.01401209],1.5684798e-05
[1.443],[1.4180516],[0.01728923],1.5684798e-05
[0.855],[0.8488808],[0.00715695],1.5684798e-05
[1.443],[1.4206147],[0.01551299],1.5684798e-05
[0.855],[0.8492704],[0.0067013],1.5684798e-05
[0.855],[0.8427012],[0.01438459],1.5684798e-05
[0.855],[0.85169894],[0.00386092],1.5684798e-05
[1.443],[1.421397],[0.01497089],1.5684798e-05
[0.855],[0.8498619],[0.00600947],1.5684798e-05
[1.443],[1.4201705],[0.0158208],1.5684798e-05
[1.443],[1.4201721],[0.01581973],1.5684798e-05
[0.855],[0.8499541],[0.00590163],1.5684798e-05
[0.855],[0.84692484],[0.00944465],1.5684798e-05
[0.855],[0.8490531],[0.00695548],1.5684798e-05
[0.855],[0.8448288],[0.01189618],1.5684798e-05
[1.443],[1.4214519],[0.0149328],1.5684798e-05
[1.443],[1.4211541],[0.01513917],1.5684798e-05
[0.855],[0.8468508],[0.00953124],1.5684798e-05
[0.855],[0.84835285],[0.00777447],1.5684798e-05
[0.855],[0.8443729],[0.01242935],1.5684798e-05
[0.855],[0.8491985],[0.00678538],1.5684798e-05
[0.855],[0.8479342],[0.00826413],1.5684798e-05
[1.443],[1.4200658],[0.01589342],1.5684798e-05
[1.443],[1.4198918],[0.01601395],1.5684798e-05
[0.855],[0.8502956],[0.00550224],1.5684798e-05
[0.855],[0.8452018],[0.01145992],1.5684798e-05
[0.855],[0.8486226],[0.00745895],1.5684798e-05
[1.443],[1.4228722],[0.01394856],1.5684798e-05
[1.443],[1.4198947],[0.01601196],1.5684798e-05
[1.443],[1.4198298],[0.0160569],1.5684798e-05
[0.855],[0.8473614],[0.00893407],1.5684798e-05
[0.855],[0.8479472],[0.00824893],1.5684798e-05
[1.443],[1.4202392],[0.01577321],1.5684798e-05
[1.443],[1.4219272],[0.01460343],1.5684798e-05
[1.443],[1.4213641],[0.01499369],1.5684798e-05
[0.855],[0.8474915],[0.00878189],1.5684798e-05
[1.443],[1.4199642],[0.0159638],1.5684798e-05
[1.443],[1.4220846],[0.01449438],1.5684798e-05
[0.855],[0.84966207],[0.00624322],1.5684798e-05
[0.855],[0.85078996],[0.00492404],1.5684798e-05
[0.855],[0.8497934],[0.00608964],1.5684798e-05
[1.443],[1.422595],[0.01414063],1.5684798e-05
[0.855],[0.85058784],[0.00516044],1.5684798e-05
[0.855],[0.8491758],[0.00681194],1.5684798e-05
[0.855],[0.84989375],[0.00597225],1.5684798e-05
[1.443],[1.4198568],[0.01603824],1.5684798e-05
[0.855],[0.84531826],[0.0113237],1.5684798e-05
[1.443],[1.4204884],[0.01560056],1.5684798e-05
[1.443],[1.4174188],[0.01772773],1.5684798e-05
[0.855],[0.8518736],[0.00365666],1.5684798e-05
[1.443],[1.4192154],[0.01648269],1.5684798e-05
[0.855],[0.8465132],[0.00992609],1.5684798e-05
[0.855],[0.8506262],[0.00511561],1.5684798e-05
[0.855],[0.85028034],[0.00552009],1.5684798e-05
[1.443],[1.419144],[0.01653217],1.5684798e-05
[1.443],[1.4211843],[0.01511827],1.5684798e-05
[1.443],[1.4200225],[0.0159234],1.5684798e-05
[1.443],[1.4199864],[0.01594844],1.5684798e-05
[0.855],[0.84512335],[0.01155166],1.5684798e-05
[1.443],[1.4216982],[0.01476212],1.5684798e-05
[1.443],[1.4222388],[0.01438748],1.5684798e-05
[1.443],[1.4206157],[0.01551233],1.5684798e-05
[1.443],[1.4189442],[0.01667063],1.5684798e-05
[0.855],[0.848424],[0.00769123],1.5684798e-05
[0.855],[0.8446995],[0.01204739],1.5684798e-05
[0.855],[0.84604555],[0.01047306],1.5684798e-05
[1.443],[1.4237685],[0.0133274],1.5684798e-05
[1.443],[1.4188564],[0.01673152],1.5684798e-05
[1.443],[1.4209843],[0.01525689],1.5684798e-05
[0.855],[0.84648633],[0.00995753],1.5684798e-05
[1.443],[1.4204285],[0.01564203],1.5684798e-05
[0.855],[0.8444727],[0.01231265],1.5684798e-05
[1.443],[1.4212487],[0.01507366],1.5684798e-05
[0.855],[0.8431681],[0.01383852],1.5684798e-05
[1.443],[1.4188836],[0.01671268],1.5684798e-05
[0.855],[0.84432065],[0.01249048],1.5684798e-05
[0.855],[0.844344],[0.01246316],1.5684798e-05
[1.443],[1.4231951],[0.01372476],1.5684798e-05
[1.443],[1.4202218],[0.01578528],1.5684798e-05
[0.855],[0.84857666],[0.00751269],1.5684798e-05
[0.855],[0.84745795],[0.00882114],1.5684798e-05
[0.855],[0.84862846],[0.00745211],1.5684798e-05
[1.443],[1.4223089],[0.0143389],1.5684798e-05
[0.855],[0.8527684],[0.00261006],1.5684798e-05
[0.855],[0.84753036],[0.00873644],1.5684798e-05
[0.855],[0.8483142],[0.00781964],1.5684798e-05
[1.443],[1.4200404],[0.01591101],1.5684798e-05
[1.443],[1.4202238],[0.01578387],1.5684798e-05
[1.443],[1.4228714],[0.01394914],1.5684798e-05
[1.443],[1.4197574],[0.01610713],1.5684798e-05
[1.443],[1.420709],[0.01544764],1.5684798e-05
[1.443],[1.421307],[0.01503326],1.5684798e-05
[0.855],[0.8481502],[0.00801149],1.5684798e-05
[0.855],[0.84564555],[0.0109409],1.5684798e-05
[1.443],[1.4209106],[0.01530794],1.5684798e-05
[0.855],[0.8446826],[0.01206719],1.5684798e-05
[0.855],[0.8487829],[0.00727149],1.5684798e-05
[1.443],[1.4233582],[0.01361175],1.5684798e-05
[1.443],[1.4211779],[0.01512273],1.5684798e-05
[0.855],[0.8458568],[0.01069384],1.5684798e-05
[1.443],[1.4196789],[0.01616149],1.5684798e-05
[1.443],[1.4208385],[0.01535792],1.5684798e-05
[1.443],[1.4189467],[0.0166689],1.5684798e-05
[1.443],[1.4202864],[0.0157405],1.5684798e-05
[0.855],[0.847952],[0.00824329],1.5684798e-05
[1.443],[1.418348],[0.01708386],1.5684798e-05
[0.855],[0.84982777],[0.00604942],1.5684798e-05
[1.443],[1.425261],[0.0122931],1.5684798e-05
[0.855],[0.84519804],[0.01146431],1.5684798e-05
[1.443],[1.4181333],[0.01723264],1.5684798e-05
[1.443],[1.4220529],[0.01451635],1.5684798e-05
[0.855],[0.84629565],[0.01018054],1.5684798e-05
[0.855],[0.8456077],[0.01098517],1.5684798e-05
[0.855],[0.84471726],[0.01202661],1.5684798e-05
[1.443],[1.4203597],[0.0156897],1.5684798e-05
[0.855],[0.8470655],[0.00928013],1.5684798e-05
[1.443],[1.4199097],[0.01600155],1.5684798e-05
[0.855],[0.8453004],[0.01134461],1.5684798e-05
