true_radius,predicted_radius,radius_error,ruler
[0.855],[0.84815687],[0.00800368],1.5684798e-05
[1.443],[1.4229023],[0.01392766],1.5684798e-05
[1.443],[1.4236766],[0.01339109],1.5684798e-05
[0.855],[0.84501225],[0.0116816],1.5684798e-05
[0.855],[0.8490453],[0.00696461],1.5684798e-05
[0.855],[0.84863985],[0.0074388],1.5684798e-05
[0.855],[0.84709173],[0.00924946],1.5684798e-05
[1.443],[1.4225371],[0.01418078],1.5684798e-05
[1.443],[1.42027],[0.0157519],1.5684798e-05
[0.855],[0.84406424],[0.01279039],1.5684798e-05
[0.855],[0.8441109],[0.0127358],1.5684798e-05
[0.855],[0.8453948],[0.01123419],1.5684798e-05
[1.443],[1.4165893],[0.01830263],1.5684798e-05
[1.443],[1.4208974],[0.01531711],1.5684798e-05
[1.443],[1.4192252],[0.01647591],1.5684798e-05
[1.443],[1.4231677],[0.01374377],1.5684798e-05
[1.443],[1.4185493],[0.01694432],1.5684798e-05
[0.855],[0.84701794],[0.00933576],1.5684798e-05
[0.855],[0.8457481],[0.01082093],1.5684798e-05
[1.443],[1.4205502],[0.01555768],1.5684798e-05
[0.855],[0.8464318],[0.01002132],1.5684798e-05
[1.443],[1.4233773],[0.01359853],1.5684798e-05
[0.855],[0.8474137],[0.00887287],1.5684798e-05
[1.443],[1.4194726],[0.01630449],1.5684798e-05
[1.443],[1.4218819],[0.01463482],1.5684798e-05
[0.855],[0.8491525],[0.0068392],1.5684798e-05
[0.855],[0.8449472],[0.01175766],1.5684798e-05
[0.855],[0.84352654],[0.01341927],1.5684798e-05
[1.443],[1.4187084],[0.01683404],1.5684798e-05
[0.855],[0.8477015],[0.00853629],1.5684798e-05
[1.443],[1.4189649],[0.01665634],1.5684798e-05
[0.855],[0.8443627],[0.01244134],1.5684798e-05
[0.855],[0.845686],[0.01089357],1.5684798e-05
[1.443],[1.4229426],[0.01389974],1.5684798e-05
[1.443],[1.4214256],[0.01495106],1.5684798e-05
[0.855],[0.8439227],[0.01295596],1.5684798e-05
[1.443],[1.4177046],[0.01752971],1.5684798e-05
[1.443],[1.4239092],[0.01322992],1.5684798e-05
[0.855],[0.84831804],[0.00781518],1.5684798e-05
[0.855],[0.84627175],[0.0102085],1.5684798e-05
[0.855],[0.8442671],[0.01255316],1.5684798e-05
[1.443],[1.4216456],[0.01479856],1.5684798e-05
[0.855],[0.84999365],[0.00585541],1.5684798e-05
[1.443],[1.4208488],[0.01535074],1.5684798e-05
[1.443],[1.4186702],[0.01686056],1.5684798e-05
[1.443],[1.4209782],[0.0152611],1.5684798e-05
[1.443],[1.4223899],[0.01428281],1.5684798e-05
[1.443],[1.4190913],[0.01656869],1.5684798e-05
[1.443],[1.4199502],[0.01597347],1.5684798e-05
[1.443],[1.4198203],[0.01606352],1.5684798e-05
[0.855],[0.84865564],[0.00742033],1.5684798e-05
[1.443],[1.4189177],[0.01668905],1.5684798e-05
[0.855],[0.84677905],[0.00961517],1.5684798e-05
[1.443],[1.423028],[0.01384059],1.5684798e-05
[0.855],[0.8483477],[0.00778046],1.5684798e-05
[1.443],[1.4233656],[0.01360663],1.5684798e-05
[1.443],[1.4197621],[0.01610383],1.5684798e-05
[0.855],[0.8488937],[0.00714189],1.5684798e-05
[1.443],[1.4173814],[0.01775368],1.5684798e-05
[0.855],[0.84913653],[0.00685788],1.5684798e-05
[1.443],[1.421191],[0.01511364],1.5684798e-05
[1.443],[1.4204112],[0.01565401],1.5684798e-05
[1.443],[1.4178711],[0.01741431],1.5684798e-05
[0.855],[0.8477809],[0.00844343],1.5684798e-05
[1.443],[1.419414],[0.01634506],1.5684798e-05
[1.443],[1.4246218],[0.01273606],1.5684798e-05
[1.443],[1.4203657],[0.01568556],1.5684798e-05
[0.855],[0.849196],[0.00678831],1.5684798e-05
[1.443],[1.4190634],[0.01658802],1.5684798e-05
[1.443],[1.4208878],[0.01532372],1.5684798e-05
[0.855],[0.8483906],[0.00773034],1.5684798e-05
[0.855],[0.8482241],[0.00792505],1.5684798e-05
[0.855],[0.8486187],[0.00746355],1.5684798e-05
[0.855],[0.8493443],[0.00661486],1.5684798e-05
[1.443],[1.4223561],[0.01430619],1.5684798e-05
[0.855],[0.8450164],[0.01167672],1.5684798e-05
[1.443],[1.4173198],[0.01779639],1.5684798e-05
[0.855],[0.84597266],[0.01055832],1.5684798e-05
[1.443],[1.4206183],[0.01551051],1.5684798e-05
[0.855],[0.84709257],[0.00924848],1.5684798e-05
[0.855],[0.85081345],[0.00489657],1.5684798e-05
[1.443],[1.419158],[0.01652251],1.5684798e-05
[1.443],[1.4210964],[0.01517915],1.5684798e-05
[0.855],[0.84970194],[0.00619658],1.5684798e-05
[0.855],[0.84743625],[0.00884651],1.5684798e-05
[0.855],[0.85230094],[0.00315682],1.5684798e-05
[1.443],[1.4192739],[0.01644221],1.5684798e-05
[0.855],[0.84760207],[0.00865257],1.5684798e-05
[0.855],[0.84759694],[0.00865857],1.5684798e-05
[0.855],[0.84917295],[0.00681529],1.5684798e-05
[0.855],[0.844967],[0.01173452],1.5684798e-05
[1.443],[1.4193552],[0.01638587],1.5684798e-05
[1.443],[1.4221597],[0.01444233],1.5684798e-05
[0.855],[0.8479515],[0.00824391],1.5684798e-05
[0.855],[0.8466197],[0.00980151],1.5684798e-05
[1.443],[1.4197271],[0.01612812],1.5684798e-05
[1.443],[1.4192789],[0.01643874],1.5684798e-05
[0.855],[0.85071355],[0.00501341],1.5684798e-05
[0.855],[0.84423345],[0.01259247],1.5684798e-05
[1.443],[1.4198456],[0.016046],1.5684798e-05
[0.855],[0.84571594],[0.01085857],1.5684798e-05
[1.443],[1.4217832],[0.01470322],1.5684798e-05
[1.443],[1.4192734],[0.01644254],1.5684798e-05
[0.855],[0.8474137],[0.00887287],1.5684798e-05
[0.855],[0.8464497],[0.0100004],1.5684798e-05
[0.855],[0.8499583],[0.00589675],1.5684798e-05
[1.443],[1.4187846],[0.01678125],1.5684798e-05
[0.855],[0.84896785],[0.00705517],1.5684798e-05
[0.855],[0.8476315],[0.00861813],1.5684798e-05
[1.443],[1.4214177],[0.01495651],1.5684798e-05
[0.855],[0.84950864],[0.00642266],1.5684798e-05
[0.855],[0.849002],[0.00701522],1.5684798e-05
[0.855],[0.84960014],[0.00631565],1.5684798e-05
[1.443],[1.4205382],[0.01556602],1.5684798e-05
[0.855],[0.84946734],[0.00647097],1.5684798e-05
[1.443],[1.4192212],[0.01647872],1.5684798e-05
[0.855],[0.8441999],[0.01263172],1.5684798e-05
[1.443],[1.4234626],[0.01353938],1.5684798e-05
[1.443],[1.4199226],[0.01599263],1.5684798e-05
[1.443],[1.4230963],[0.01379325],1.5684798e-05
[1.443],[1.421346],[0.01500624],1.5684798e-05
[1.443],[1.423168],[0.0137436],1.5684798e-05
[1.443],[1.4197402],[0.01611903],1.5684798e-05
[1.443],[1.4194632],[0.01631102],1.5684798e-05
[1.443],[1.4179618],[0.01735144],1.5684798e-05
[0.855],[0.84836286],[0.00776276],1.5684798e-05
[1.443],[1.4212384],[0.01508076],1.5684798e-05
[0.855],[0.8471201],[0.00921627],1.5684798e-05
[0.855],[0.8509848],[0.00469615],1.5684798e-05
[0.855],[0.8492194],[0.00676098],1.5684798e-05
[1.443],[1.4202515],[0.01576471],1.5684798e-05
[0.855],[0.8482583],[0.00788503],1.5684798e-05
[0.855],[0.84510666],[0.01157118],1.5684798e-05
[1.443],[1.4183753],[0.01706494],1.5684798e-05
[1.443],[1.4248302],[0.01259166],1.5684798e-05
[0.855],[0.8479882],[0.00820097],1.5684798e-05
[1.443],[1.4208694],[0.01533653],1.5684798e-05
[0.855],[0.84853214],[0.00756477],1.5684798e-05
[1.443],[1.4219046],[0.01461912],1.5684798e-05
[0.855],[0.846284],[0.01019421],1.5684798e-05
[0.855],[0.8455381],[0.0110666],1.5684798e-05
[0.855],[0.84861404],[0.00746898],1.5684798e-05
[1.443],[1.4186885],[0.01684783],1.5684798e-05
[1.443],[1.4192498],[0.0164589],1.5684798e-05
[1.443],[1.422506],[0.01420235],1.5684798e-05
[1.443],[1.4199498],[0.0159738],1.5684798e-05
[0.855],[0.8484212],[0.00769451],1.5684798e-05
[1.443],[1.4193188],[0.01641106],1.5684798e-05
[1.443],[1.4207721],[0.01540394],1.5684798e-05
[0.855],[0.84485453],[0.01186606],1.5684798e-05
[1.443],[1.419556],[0.01624667],1.5684798e-05
[1.443],[1.4210315],[0.01522417],1.5684798e-05
[0.855],[0.8484893],[0.00761489],1.5684798e-05
[1.443],[1.421241],[0.01507894],1.5684798e-05
[0.855],[0.8436622],[0.0132606],1.5684798e-05
[1.443],[1.4197073],[0.01614183],1.5684798e-05
[1.443],[1.4192368],[0.0164679],1.5684798e-05
[0.855],[0.8517846],[0.00376074],1.5684798e-05
[1.443],[1.4214962],[0.01490215],1.5684798e-05
[1.443],[1.4213185],[0.01502525],1.5684798e-05
[0.855],[0.8497817],[0.00610331],1.5684798e-05
[0.855],[0.84487295],[0.01184452],1.5684798e-05
[0.855],[0.8533308],[0.00195231],1.5684798e-05
[1.443],[1.419044],[0.01660148],1.5684798e-05
[1.443],[1.4196422],[0.01618694],1.5684798e-05
[0.855],[0.84760815],[0.00864546],1.5684798e-05
[0.855],[0.85153],[0.00405848],1.5684798e-05
[1.443],[1.4231255],[0.01377301],1.5684798e-05
[1.443],[1.4214231],[0.01495279],1.5684798e-05
[0.855],[0.842935],[0.0141111],1.5684798e-05
[1.443],[1.4206754],[0.01547094],1.5684798e-05
[1.443],[1.4221234],[0.01446745],1.5684798e-05
[1.443],[1.4198364],[0.01605236],1.5684798e-05
[0.855],[0.8476965],[0.00854215],1.5684798e-05
[0.855],[0.84900934],[0.00700665],1.5684798e-05
[1.443],[1.4190735],[0.01658108],1.5684798e-05
[0.855],[0.8482294],[0.00791884],1.5684798e-05
[0.855],[0.8468929],[0.00948202],1.5684798e-05
[1.443],[1.4201075],[0.0158645],1.5684798e-05
[0.855],[0.85031134],[0.00548384],1.5684798e-05
[1.443],[1.4209759],[0.01526267],1.5684798e-05
[0.855],[0.8437841],[0.01311804],1.5684798e-05
[1.443],[1.4225458],[0.01417475],1.5684798e-05
[1.443],[1.4204195],[0.01564831],1.5684798e-05
[1.443],[1.4188008],[0.01677001],1.5684798e-05
[1.443],[1.4206663],[0.01547722],1.5684798e-05
[1.443],[1.4221721],[0.01443374],1.5684798e-05
[1.443],[1.4198806],[0.01602171],1.5684798e-05
[0.855],[0.84894097],[0.00708661],1.5684798e-05
[0.855],[0.8479618],[0.00823185],1.5684798e-05
[0.855],[0.8481036],[0.00806601],1.5684798e-05
[1.443],[1.4202347],[0.01577635],1.5684798e-05
[0.855],[0.84772617],[0.00850743],1.5684798e-05
[1.443],[1.4245892],[0.0127587],1.5684798e-05
[0.855],[0.84964126],[0.00626755],1.5684798e-05
[1.443],[1.4184194],[0.01703437],1.5684798e-05
[1.443],[1.4203446],[0.01570019],1.5684798e-05
[1.443],[1.4205289],[0.01557247],1.5684798e-05
[0.855],[0.8470203],[0.00933297],1.5684798e-05
[0.855],[0.8449202],[0.01178924],1.5684798e-05
[1.443],[1.4216204],[0.01481607],1.5684798e-05
[0.855],[0.84922683],[0.00675227],1.5684798e-05
[1.443],[1.4218477],[0.01465853],1.5684798e-05
[1.443],[1.4212233],[0.01509125],1.5684798e-05
[1.443],[1.4202421],[0.01577123],1.5684798e-05
[1.443],[1.4184906],[0.01698497],1.5684798e-05
[1.443],[1.4197252],[0.01612944],1.5684798e-05
[0.855],[0.84986335],[0.0060078],1.5684798e-05
[0.855],[0.8494875],[0.00644741],1.5684798e-05
[0.855],[0.850188],[0.00562807],1.5684798e-05
[1.443],[1.4217098],[0.01475411],1.5684798e-05
[0.855],[0.8483365],[0.00779357],1.5684798e-05
[1.443],[1.422156],[0.0144449],1.5684798e-05
[1.443],[1.4174259],[0.01772286],1.5684798e-05
[0.855],[0.8481901],[0.00796478],1.5684798e-05
[1.443],[1.4183391],[0.01708997],1.5684798e-05
[1.443],[1.4233326],[0.01362951],1.5684798e-05
[0.855],[0.8480803],[0.00809326],1.5684798e-05
[1.443],[1.4235258],[0.0134956],1.5684798e-05
[0.855],[0.8482699],[0.00787151],1.5684798e-05
[0.855],[0.84749526],[0.0087775],1.5684798e-05
[1.443],[1.4221973],[0.01441623],1.5684798e-05
[0.855],[0.8476922],[0.00854717],1.5684798e-05
[0.855],[0.8449679],[0.01173347],1.5684798e-05
[1.443],[1.4209385],[0.01528861],1.5684798e-05
[1.443],[1.4200757],[0.01588656],1.5684798e-05
[1.443],[1.4223502],[0.01431032],1.5684798e-05
[1.443],[1.4185163],[0.01696721],1.5684798e-05
[1.443],[1.4209993],[0.01524648],1.5684798e-05
[1.443],[1.4214289],[0.01494875],1.5684798e-05
[1.443],[1.4213992],[0.01496932],1.5684798e-05
[1.443],[1.4197854],[0.01608772],1.5684798e-05
[1.443],[1.4199288],[0.01598834],1.5684798e-05
[0.855],[0.847387],[0.0089041],1.5684798e-05
[0.855],[0.84455496],[0.01221644],1.5684798e-05
[1.443],[1.4226935],[0.0140724],1.5684798e-05
[1.443],[1.4211452],[0.01514536],1.5684798e-05
[0.855],[0.8425359],[0.0145779],1.5684798e-05
[1.443],[1.42191],[0.01461532],1.5684798e-05
[0.855],[0.8487424],[0.00731882],1.5684798e-05
[1.443],[1.4239302],[0.01321538],1.5684798e-05
[1.443],[1.4253824],[0.012209],1.5684798e-05
[1.443],[1.4182066],[0.01718183],1.5684798e-05
[0.855],[0.85203105],[0.00347248],1.5684798e-05
[0.855],[0.8439898],[0.01287746],1.5684798e-05
[1.443],[1.4201503],[0.01583484],1.5684798e-05
[1.443],[1.42122],[0.01509356],1.5684798e-05
[0.855],[0.845071],[0.01161287],1.5684798e-05
[1.443],[1.4208591],[0.01534363],1.5684798e-05
[1.443],[1.4190406],[0.01660388],1.5684798e-05
[1.443],[1.4211829],[0.01511926],1.5684798e-05
[0.855],[0.8496878],[0.0062131],1.5684798e-05
[1.443],[1.4190509],[0.01659669],1.5684798e-05
[0.855],[0.84403855],[0.01282044],1.5684798e-05
[0.855],[0.8505159],[0.00524458],1.5684798e-05
[0.855],[0.84871477],[0.00735117],1.5684798e-05
[0.855],[0.8442112],[0.01261848],1.5684798e-05
[0.855],[0.845943],[0.01059304],1.5684798e-05
[1.443],[1.4202142],[0.01579056],1.5684798e-05
[1.443],[1.4209125],[0.01530662],1.5684798e-05
[0.855],[0.84876275],[0.00729505],1.5684798e-05
[1.443],[1.4234638],[0.01353856],1.5684798e-05
[0.855],[0.84655344],[0.00987903],1.5684798e-05
[0.855],[0.84761083],[0.00864233],1.5684798e-05
[1.443],[1.4204459],[0.01562997],1.5684798e-05
[1.443],[1.4228022],[0.01399705],1.5684798e-05
[0.855],[0.8447549],[0.01198262],1.5684798e-05
[0.855],[0.8483716],[0.00775251],1.5684798e-05
[1.443],[1.4236525],[0.01340778],1.5684798e-05
[0.855],[0.8513422],[0.00427815],1.5684798e-05
[1.443],[1.4204006],[0.01566136],1.5684798e-05
[1.443],[1.4215806],[0.01484366],1.5684798e-05
[0.855],[0.8496963],[0.00620321],1.5684798e-05
[1.443],[1.4199277],[0.01598908],1.5684798e-05
[0.855],[0.8471157],[0.00922143],1.5684798e-05
[0.855],[0.84822094],[0.00792874],1.5684798e-05
[1.443],[1.4214661],[0.01492297],1.5684798e-05
[0.855],[0.84637016],[0.0100934],1.5684798e-05
[1.443],[1.4240515],[0.01313128],1.5684798e-05
[0.855],[0.84841734],[0.00769904],1.5684798e-05
[1.443],[1.4187639],[0.01679562],1.5684798e-05
[1.443],[1.423126],[0.01377268],1.5684798e-05
[1.443],[1.4208653],[0.01533934],1.5684798e-05
[0.855],[0.84783953],[0.00837484],1.5684798e-05
[0.855],[0.8448449],[0.01187736],1.5684798e-05
[0.855],[0.8474371],[0.00884554],1.5684798e-05
[0.855],[0.84793806],[0.0082596],1.5684798e-05
[1.443],[1.4175937],[0.01760654],1.5684798e-05
[0.855],[0.8489912],[0.00702784],1.5684798e-05
[1.443],[1.418848],[0.0167373],1.5684798e-05
[1.443],[1.4210202],[0.01523202],1.5684798e-05
[1.443],[1.4216557],[0.01479162],1.5684798e-05
[0.855],[0.8488508],[0.00719208],1.5684798e-05
[1.443],[1.4206469],[0.01549068],1.5684798e-05
[0.855],[0.8458038],[0.01075581],1.5684798e-05
[1.443],[1.4216342],[0.01480649],1.5684798e-05
[1.443],[1.4234992],[0.01351402],1.5684798e-05
[1.443],[1.42011],[0.01586277],1.5684798e-05
[0.855],[0.8505581],[0.00519522],1.5684798e-05
[0.855],[0.8483081],[0.00782682],1.5684798e-05
[0.855],[0.8456457],[0.01094069],1.5684798e-05
[1.443],[1.420626],[0.01550514],1.5684798e-05
[1.443],[1.4207888],[0.01539237],1.5684798e-05
[0.855],[0.8496349],[0.00627501],1.5684798e-05
[1.443],[1.4232876],[0.01366066],1.5684798e-05
[0.855],[0.8485115],[0.00758889],1.5684798e-05
[1.443],[1.42364],[0.01341646],1.5684798e-05
[1.443],[1.420439],[0.01563476],1.5684798e-05
[1.443],[1.4215789],[0.01484482],1.5684798e-05
[0.855],[0.84796274],[0.00823074],1.5684798e-05
[0.855],[0.84572005],[0.01085376],1.5684798e-05
[0.855],[0.8480753],[0.00809912],1.5684798e-05
[0.855],[0.8490278],[0.00698504],1.5684798e-05
[0.855],[0.84538555],[0.01124499],1.5684798e-05
[0.855],[0.8489586],[0.00706597],1.5684798e-05
[0.855],[0.85293275],[0.00241786],1.5684798e-05
[0.855],[0.846587],[0.00983979],1.5684798e-05
[1.443],[1.4205265],[0.01557412],1.5684798e-05
[0.855],[0.845511],[0.01109825],1.5684798e-05
[1.443],[1.4180236],[0.01730864],1.5684798e-05
[0.855],[0.8451714],[0.01149547],1.5684798e-05
[0.855],[0.8433692],[0.01360331],1.5684798e-05
[0.855],[0.8462652],[0.01021617],1.5684798e-05
[1.443],[1.4204462],[0.0156298],1.5684798e-05
[0.855],[0.8510874],[0.00457617],1.5684798e-05
[1.443],[1.4190629],[0.01658843],1.5684798e-05
[1.443],[1.4236349],[0.01342001],1.5684798e-05
[1.443],[1.4178283],[0.01744396],1.5684798e-05
[1.443],[1.4230847],[0.01380126],1.5684798e-05
[0.855],[0.8505824],[0.00516678],1.5684798e-05
[0.855],[0.8464627],[0.00998514],1.5684798e-05
[0.855],[0.84951943],[0.00641004],1.5684798e-05
[1.443],[1.4195328],[0.01626278],1.5684798e-05
[0.855],[0.8477224],[0.00851182],1.5684798e-05
[1.443],[1.4213918],[0.01497444],1.5684798e-05
[1.443],[1.4240321],[0.01314475],1.5684798e-05
[0.855],[0.8433375],[0.0136404],1.5684798e-05
[1.443],[1.4209594],[0.01527415],1.5684798e-05
[0.855],[0.85009],[0.00574268],1.5684798e-05
[1.443],[1.4208106],[0.01537726],1.5684798e-05
[1.443],[1.4216707],[0.01478121],1.5684798e-05
[0.855],[0.84679705],[0.00959412],1.5684798e-05
[0.855],[0.85008687],[0.00574638],1.5684798e-05
[1.443],[1.4206451],[0.01549192],1.5684798e-05
[0.855],[0.8498835],[0.00598424],1.5684798e-05
[1.443],[1.4201882],[0.01580857],1.5684798e-05
[1.443],[1.4214597],[0.01492743],1.5684798e-05
[0.855],[0.8478502],[0.00836236],1.5684798e-05
[1.443],[1.4195299],[0.01626476],1.5684798e-05
[0.855],[0.84435695],[0.01244803],1.5684798e-05
[1.443],[1.4188838],[0.01671251],1.5684798e-05
[1.443],[1.4198468],[0.01604517],1.5684798e-05
[1.443],[1.4209766],[0.01526218],1.5684798e-05
[0.855],[0.84770864],[0.00852793],1.5684798e-05
[0.855],[0.84993845],[0.00591996],1.5684798e-05
[1.443],[1.4205391],[0.01556536],1.5684798e-05
[1.443],[1.4238434],[0.01327552],1.5684798e-05
[0.855],[0.84873444],[0.00732816],1.5684798e-05
[0.855],[0.85106105],[0.00460699],1.5684798e-05
[1.443],[1.4212865],[0.01504747],1.5684798e-05
[1.443],[1.4224086],[0.01426984],1.5684798e-05
[0.855],[0.8477575],[0.00847076],1.5684798e-05
[0.855],[0.84663326],[0.00978569],1.5684798e-05
[0.855],[0.8413903],[0.01591779],1.5684798e-05
[1.443],[1.4238284],[0.01328593],1.5684798e-05
[0.855],[0.8439868],[0.01288095],1.5684798e-05
[0.855],[0.8446957],[0.01205185],1.5684798e-05
[0.855],[0.8478032],[0.00841736],1.5684798e-05
[1.443],[1.4206151],[0.01551274],1.5684798e-05
[0.855],[0.8460588],[0.01045758],1.5684798e-05
[0.855],[0.8477877],[0.00843549],1.5684798e-05
[1.443],[1.4201517],[0.01583385],1.5684798e-05
[0.855],[0.8510627],[0.00460503],1.5684798e-05
[1.443],[1.4217995],[0.01469191],1.5684798e-05
[0.855],[0.8479183],[0.00828275],1.5684798e-05
[0.855],[0.8480366],[0.00814436],1.5684798e-05
[0.855],[0.8486399],[0.00743873],1.5684798e-05
[0.855],[0.8487877],[0.00726584],1.5684798e-05
[0.855],[0.84239787],[0.01473936],1.5684798e-05
[1.443],[1.4213157],[0.01502723],1.5684798e-05
[1.443],[1.4222466],[0.01438211],1.5684798e-05
[0.855],[0.84778875],[0.00843423],1.5684798e-05
[1.443],[1.4218811],[0.0146354],1.5684798e-05
[0.855],[0.848977],[0.00704443],1.5684798e-05
[1.443],[1.4191008],[0.01656216],1.5684798e-05
[0.855],[0.84657806],[0.00985024],1.5684798e-05
[1.443],[1.4235681],[0.01346627],1.5684798e-05
[0.855],[0.8467938],[0.00959795],1.5684798e-05
[0.855],[0.84589833],[0.01064525],1.5684798e-05
[1.443],[1.4190526],[0.01659554],1.5684798e-05
[1.443],[1.4187477],[0.01680686],1.5684798e-05
[0.855],[0.849839],[0.00603631],1.5684798e-05
[1.443],[1.4188166],[0.01675911],1.5684798e-05
[0.855],[0.84584194],[0.0107112],1.5684798e-05
[0.855],[0.85112506],[0.00453211],1.5684798e-05
[1.443],[1.4218967],[0.01462458],1.5684798e-05
[1.443],[1.4226128],[0.01412833],1.5684798e-05
[0.855],[0.8456767],[0.01090444],1.5684798e-05
[1.443],[1.4185804],[0.01692276],1.5684798e-05
[1.443],[1.4190596],[0.01659066],1.5684798e-05
[1.443],[1.4194329],[0.016332],1.5684798e-05
[1.443],[1.4184105],[0.01704049],1.5684798e-05
[1.443],[1.4192291],[0.01647319],1.5684798e-05
[1.443],[1.4229958],[0.01386289],1.5684798e-05
[0.855],[0.848268],[0.00787374],1.5684798e-05
[1.443],[1.4188771],[0.01671714],1.5684798e-05
[1.443],[1.4205391],[0.01556536],1.5684798e-05
[1.443],[1.4225316],[0.01418458],1.5684798e-05
[0.855],[0.84966487],[0.00623994],1.5684798e-05
[0.855],[0.84975886],[0.00613001],1.5684798e-05
[0.855],[0.8491716],[0.00681689],1.5684798e-05
[0.855],[0.8487164],[0.00734929],1.5684798e-05
[1.443],[1.4197037],[0.01614431],1.5684798e-05
[1.443],[1.4216807],[0.01477427],1.5684798e-05
[1.443],[1.4210631],[0.01520228],1.5684798e-05
[0.855],[0.8454005],[0.01122749],1.5684798e-05
[1.443],[1.4204016],[0.0156607],1.5684798e-05
[0.855],[0.8479684],[0.00822412],1.5684798e-05
[1.443],[1.4188497],[0.01673614],1.5684798e-05
[1.443],[1.4233099],[0.01364521],1.5684798e-05
[1.443],[1.4217867],[0.01470083],1.5684798e-05
[0.855],[0.84608155],[0.01043095],1.5684798e-05
[0.855],[0.8488016],[0.0072496],1.5684798e-05
[1.443],[1.4220996],[0.01448397],1.5684798e-05
[1.443],[1.4204838],[0.0156037],1.5684798e-05
[1.443],[1.4199812],[0.01595199],1.5684798e-05
[0.855],[0.84459776],[0.01216639],1.5684798e-05
[1.443],[1.4218038],[0.01468893],1.5684798e-05
[1.443],[1.421186],[0.01511711],1.5684798e-05
[1.443],[1.4201727],[0.01581931],1.5684798e-05
[1.443],[1.419594],[0.01622031],1.5684798e-05
[1.443],[1.4199722],[0.01595827],1.5684798e-05
[1.443],[1.4192945],[0.01642792],1.5684798e-05
[0.855],[0.8455823],[0.01101487],1.5684798e-05
[1.443],[1.4192995],[0.01642445],1.5684798e-05
[0.855],[0.8496986],[0.00620049],1.5684798e-05
[0.855],[0.8484993],[0.00760318],1.5684798e-05
[0.855],[0.8496474],[0.00626037],1.5684798e-05
[1.443],[1.4182942],[0.01712111],1.5684798e-05
[0.855],[0.85054165],[0.00521447],1.5684798e-05
[0.855],[0.8462779],[0.01020132],1.5684798e-05
[1.443],[1.4240286],[0.01314714],1.5684798e-05
[0.855],[0.8462116],[0.01027884],1.5684798e-05
[0.855],[0.84919995],[0.00678371],1.5684798e-05
[1.443],[1.4209384],[0.01528869],1.5684798e-05
[0.855],[0.84881574],[0.00723308],1.5684798e-05
[0.855],[0.8511687],[0.00448108],1.5684798e-05
[1.443],[1.4223634],[0.01430115],1.5684798e-05
[0.855],[0.84414107],[0.01270053],1.5684798e-05
[1.443],[1.4189942],[0.01663602],1.5684798e-05
[1.443],[1.4233546],[0.01361423],1.5684798e-05
[0.855],[0.85186404],[0.00366781],1.5684798e-05
[0.855],[0.8420099],[0.01519312],1.5684798e-05
[1.443],[1.4188147],[0.01676043],1.5684798e-05
[1.443],[1.4195806],[0.01622965],1.5684798e-05
[1.443],[1.4217483],[0.01472743],1.5684798e-05
[1.443],[1.4215976],[0.01483185],1.5684798e-05
[1.443],[1.4211895],[0.01511463],1.5684798e-05
[0.855],[0.84884673],[0.00719682],1.5684798e-05
[0.855],[0.851221],[0.00441988],1.5684798e-05
[0.855],[0.8480852],[0.00808748],1.5684798e-05
[0.855],[0.850445],[0.00532754],1.5684798e-05
[0.855],[0.8492692],[0.0067027],1.5684798e-05
[1.443],[1.4208899],[0.01532232],1.5684798e-05
[1.443],[1.4203017],[0.01572993],1.5684798e-05
[1.443],[1.420869],[0.01533678],1.5684798e-05
[0.855],[0.8484053],[0.00771312],1.5684798e-05
[0.855],[0.8492575],[0.00671636],1.5684798e-05
[1.443],[1.4228747],[0.01394683],1.5684798e-05
[0.855],[0.8469699],[0.00939195],1.5684798e-05
[1.443],[1.4193714],[0.01637463],1.5684798e-05
[1.443],[1.4195664],[0.01623948],1.5684798e-05
[1.443],[1.4217575],[0.01472107],1.5684798e-05
[1.443],[1.419656],[0.01617735],1.5684798e-05
[1.443],[1.4196541],[0.01617867],1.5684798e-05
[1.443],[1.4202147],[0.01579023],1.5684798e-05
[0.855],[0.84504634],[0.01164173],1.5684798e-05
[0.855],[0.8493716],[0.00658293],1.5684798e-05
[0.855],[0.8486586],[0.00741684],1.5684798e-05
[0.855],[0.84799474],[0.0081933],1.5684798e-05
[0.855],[0.844546],[0.0122269],1.5684798e-05
[1.443],[1.4205989],[0.01552397],1.5684798e-05
[1.443],[1.4186106],[0.01690186],1.5684798e-05
[1.443],[1.4225519],[0.01417054],1.5684798e-05
[0.855],[0.8497066],[0.00619114],1.5684798e-05
[1.443],[1.4207823],[0.01539683],1.5684798e-05
[0.855],[0.84915507],[0.0068362],1.5684798e-05
[0.855],[0.8483991],[0.00772037],1.5684798e-05
[1.443],[1.4219282],[0.01460277],1.5684798e-05
[1.443],[1.4203634],[0.01568713],1.5684798e-05
[1.443],[1.4211302],[0.01515577],1.5684798e-05
[1.443],[1.4210725],[0.01519576],1.5684798e-05
[1.443],[1.4177696],[0.01748469],1.5684798e-05
[1.443],[1.4216803],[0.01477452],1.5684798e-05
[1.443],[1.4160668],[0.01866472],1.5684798e-05
[1.443],[1.4206802],[0.01546763],1.5684798e-05
[0.855],[0.8508952],[0.00480093],1.5684798e-05
[1.443],[1.4192541],[0.01645592],1.5684798e-05
[1.443],[1.4203016],[0.01573001],1.5684798e-05
[0.855],[0.8480052],[0.0081811],1.5684798e-05
